,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
339,2019-08-18,93.5,17,57,33,66,44,61,31,90,59,73,76,38,34,53
340,2019-08-25,94.62,16,51,33,67,47,69,31,91,59,71,70,26,0,56
341,2019-09-01,95.54,23,41,76,66,51,86,54,94,69,73,72,30,32,56
342,2019-09-08,96.8,18,44,90,65,52,91,59,93,69,81,78,27,39,65
343,2019-09-15,95.58,31,54,88,69,60,92,50,87,73,86,87,30,38,66
344,2019-09-22,94.85,18,60,80,64,49,93,53,90,73,91,66,29,37,66
345,2019-09-29,91.44,25,35,76,70,56,87,56,88,80,83,75,30,77,71
346,2019-10-06,90.25,25,32,76,70,54,88,62,89,83,88,76,33,59,69
347,2019-10-13,92.7,29,39,79,73,57,83,67,91,83,84,51,36,71,71
348,2019-10-20,93.2,22,68,77,75,62,97,62,87,86,84,77,32,63,73
349,2019-10-27,97.05,57,85,61,76,59,91,55,89,82,85,76,30,50,65
350,2019-11-03,99.14,39,58,100,72,58,90,68,93,82,81,77,32,62,60
351,2019-11-10,100.13,27,51,84,73,70,97,89,91,88,82,79,35,61,76
352,2019-11-17,105.2,46,51,80,83,84,89,84,92,84,85,93,36,38,70
353,2019-11-24,105.7,15,51,74,85,75,83,88,94,90,85,63,42,63,72
354,2019-12-01,106.17,34,48,76,82,74,86,78,93,83,83,82,93,64,70
355,2019-12-08,108.96,27,67,86,86,80,87,100,94,93,83,100,100,59,78
356,2019-12-15,107.48,34,63,84,100,100,88,100,100,95,81,83,84,66,78
357,2019-12-22,107.08,41,72,73,95,80,77,84,96,87,84,76,54,41,70
358,2019-12-29,107.18,22,60,28,68,46,43,39,74,55,63,75,45,17,28
359,2020-01-05,112.99,40,30,46,60,50,68,56,89,77,17,76,100,11,5
360,2020-01-12,114.8,48,28,73,65,59,87,82,100,100,100,79,60,20,100
361,2020-01-19,113.0,66,20,77,68,59,94,63,98,97,47,83,57,21,30
362,2020-01-26,109.94,50,13,74,69,54,88,64,98,89,34,65,57,27,11
363,2020-02-02,113.16,39,20,73,74,53,97,63,92,89,26,76,57,23,10
364,2020-02-09,112.5,38,23,73,78,52,93,68,98,89,24,80,59,33,10
365,2020-02-16,111.33,79,29,79,74,53,81,66,99,85,25,80,70,18,9
366,2020-02-23,99.08,39,28,80,73,55,82,54,98,87,22,73,74,23,9
367,2020-03-01,90.95,34,46,83,76,54,67,63,90,80,22,91,72,22,9
368,2020-03-08,90.01,80,100,96,77,65,72,78,92,77,21,95,61,28,10
369,2020-03-15,92.0,90,73,90,80,61,67,93,98,74,21,100,60,54,15
370,2020-03-22,91.73,58,61,68,70,63,56,79,93,92,23,95,53,71,22
371,2020-03-29,99.0,82,37,71,62,70,47,67,87,72,22,71,55,100,49
372,2020-04-05,105.4,78,45,100,66,72,70,83,83,92,24,64,69,81,39
373,2020-04-12,113.37,58,45,89,64,67,66,72,78,92,21,76,67,95,29
374,2020-04-19,117.03,95,66,87,67,73,67,85,78,99,20,70,68,87,26
375,2020-04-26,120.23,39,59,73,62,67,67,71,72,83,16,55,63,66,25
376,2020-05-03,127.09,45,63,56,65,52,54,60,71,69,16,55,80,46,20
377,2020-05-10,113.57,65,54,65,62,54,67,82,74,90,20,59,57,53,25
378,2020-05-17,114.47,61,48,68,67,64,87,63,84,93,20,64,50,54,20
379,2020-05-24,114.29,41,37,50,69,61,82,59,80,78,19,60,40,40,17
380,2020-05-31,118.28,35,67,47,73,63,79,48,74,91,19,68,36,41,15
381,2020-06-07,116.05,69,30,41,64,57,79,48,73,72,17,51,31,33,13
382,2020-06-14,115.67,63,39,38,67,55,84,45,79,73,17,49,30,42,13
383,2020-06-21,113.42,40,26,40,62,56,82,45,81,69,18,46,36,32,11
384,2020-06-28,116.14,38,36,36,65,52,76,36,79,71,17,54,29,29,11
385,2020-07-05,126.45,33,36,33,67,57,64,36,82,68,16,56,29,30,10
386,2020-07-12,125.37,23,31,35,68,52,53,51,79,67,18,61,32,28,10
387,2020-07-19,128.2,20,46,30,66,59,59,38,76,69,17,69,27,39,9
388,2020-07-26,133.25,67,38,34,67,62,49,45,83,68,17,68,28,37,8
389,2020-08-02,143.24,50,42,35,66,59,47,37,78,64,16,61,25,28,8
390,2020-08-09,143.75,100,32,32,62,48,48,36,77,69,16,44,28,29,8
391,2020-08-16,146.18,62,41,39,64,58,58,33,78,60,16,57,26,26,10
392,2020-08-23,139.38,66,38,38,67,53,57,42,79,57,16,67,27,36,8
393,2020-08-30,135.08,63,45,66,68,57,78,46,76,66,17,52,31,26,8
394,2020-09-06,138.39,52,42,90,66,62,68,52,78,70,18,56,30,37,8
395,2020-09-13,146.26,60,40,84,66,57,75,58,76,72,21,56,33,38,10
396,2020-09-20,144.65,79,45,74,70,67,77,52,75,75,20,59,33,37,10
397,2020-09-27,148.1,55,37,74,69,76,69,56,76,77,18,57,86,57,10
398,2020-10-04,149.55,46,35,75,70,78,73,55,74,81,18,49,65,70,11
399,2020-10-11,146.92,51,31,69,75,81,87,59,80,82,22,73,59,57,11
400,2020-10-18,142.67,33,31,70,72,100,76,65,77,88,18,70,60,63,11
401,2020-10-25,134.19,45,34,67,72,70,75,59,78,85,20,63,43,46,10
402,2020-11-01,137.65,45,39,47,71,69,74,53,71,73,17,41,36,51,9
403,2020-11-08,134.57,36,48,65,79,75,96,63,74,81,18,64,45,53,11
404,2020-11-15,139.48,39,47,71,82,78,84,76,82,85,19,75,42,56,11
405,2020-11-22,153.1,61,36,68,84,83,88,74,79,89,18,59,40,48,9
406,2020-11-29,157.6,43,38,73,87,89,89,69,80,90,20,63,41,48,10
407,2020-12-06,167.71,44,35,77,89,77,90,100,79,94,18,61,41,50,11
408,2020-12-13,160.66,23,35,79,96,77,97,88,83,95,18,74,36,40,11
409,2020-12-20,160.19,23,43,81,100,81,100,79,83,92,19,64,36,38,12
410,2020-12-27,159.25,23,37,32,79,61,61,50,70,66,14,59,28,28,6
411,2021-01-03,160.33,21,59,45,90,62,55,36,81,65,69,100,50,21,36
412,2021-01-10,159.9,23,85,81,96,69,87,57,98,83,87,86,52,35,87
413,2021-01-17,158.66,44,70,84,87,66,88,53,96,86,85,70,60,24,88
414,2021-01-24,157.62,25,34,85,93,69,85,52,96,79,81,68,52,20,83
415,2021-01-31,158.2,32,99,79,97,84,82,56,100,84,84,80,51,29,79
416,2021-02-07,163.28,30,68,83,96,91,78,50,94,85,84,73,52,25,74
417,2021-02-14,165.81,43,76,96,100,100,80,57,95,82,87,87,57,25,77
418,2021-02-21,173.31,57,70,81,98,86,78,44,92,76,73,85,55,28,63
419,2021-02-28,167.43,53,71,87,97,89,58,61,95,82,80,75,63,30,73
420,2021-03-07,167.87,48,54,93,88,86,63,62,92,73,69,63,68,25,63
421,2021-03-14,168.17,59,67,100,89,81,73,64,99,81,81,85,75,32,77
422,2021-03-21,169.57,49,67,71,87,86,70,53,99,83,79,64,57,23,69
423,2021-03-28,169.41,33,91,94,86,92,77,57,99,85,88,87,75,38,78
424,2021-04-04,171.03,29,61,92,87,85,79,56,94,82,81,75,95,33,78
425,2021-04-11,173.47,100,76,84,84,85,77,58,91,79,89,72,97,35,81
426,2021-04-18,171.2,28,90,91,83,86,77,57,95,100,100,75,92,38,82
427,2021-04-25,177.8,26,79,72,77,83,70,56,88,84,83,73,79,31,83
428,2021-05-02,187.37,32,82,52,74,80,46,39,79,65,67,63,66,19,40
429,2021-05-09,175.35,22,86,75,75,86,68,71,87,70,71,68,100,25,67
430,2021-05-16,168.97,14,77,96,78,84,79,69,91,80,76,73,66,28,75
431,2021-05-23,168.31,23,96,60,77,94,84,43,90,71,73,67,50,18,69
432,2021-05-30,172.8,46,90,58,80,84,84,53,94,70,74,80,42,20,64
433,2021-06-06,174.96,13,55,62,77,82,72,62,90,75,78,76,43,37,63
434,2021-06-13,176.69,25,54,56,70,69,72,56,83,67,73,68,41,58,69
435,2021-06-20,172.46,20,28,55,68,64,58,38,82,61,69,65,42,53,64
436,2021-06-27,171.1,15,60,42,72,67,53,40,84,68,65,56,40,46,62
437,2021-07-04,171.55,19,54,40,75,67,47,35,87,64,64,68,58,33,53
438,2021-07-11,169.51,11,39,41,79,67,44,35,85,60,64,58,46,31,59
439,2021-07-18,170.0,34,59,44,75,70,39,35,86,57,66,80,42,37,52
440,2021-07-25,173.41,17,63,37,76,67,37,34,89,58,66,81,39,38,47
441,2021-08-01,174.5,24,60,38,74,65,43,34,87,63,59,79,37,30,49
442,2021-08-08,174.74,0,42,39,80,64,42,34,88,60,68,68,40,28,44
443,2021-08-15,181.1,31,41,35,73,62,46,39,93,59,62,76,46,28,52
444,2021-08-22,181.83,77,58,34,68,62,49,35,87,56,58,65,38,22,42
445,2021-08-29,186.39,8,46,62,70,66,66,40,81,58,69,73,42,23,47
446,2021-09-05,186.09,25,49,92,73,65,72,43,85,74,68,67,45,28,58
447,2021-09-12,182.08,16,54,88,74,67,69,52,84,62,65,56,39,29,61
448,2021-09-19,179.37,35,52,90,76,66,73,55,81,75,69,55,45,29,64
449,2021-09-26,170.96,50,41,86,74,65,78,49,81,69,74,72,41,44,71
450,2021-10-03,174.9,64,63,74,81,67,73,51,80,77,72,68,39,50,68
451,2021-10-10,185.72,38,91,100,76,75,87,70,83,73,73,83,39,70,76
452,2021-10-17,171.0,32,100,95,76,68,75,60,82,68,73,81,44,100,100
453,2021-10-24,173.35,26,65,78,78,67,79,64,79,69,71,83,49,86,95
454,2021-10-31,172.97,11,61,58,77,74,67,61,74,66,60,79,46,84,63
455,2021-11-07,169.64,25,44,85,82,83,83,76,83,76,71,81,47,71,81
456,2021-11-14,161.8,28,73,86,85,73,90,90,81,73,72,75,49,52,74
457,2021-11-21,150.05,29,85,77,86,72,100,68,83,76,72,73,55,49,70
458,2021-11-28,157.8,19,63,73,82,70,83,82,83,79,67,67,59,35,65
459,2021-12-05,152.53,36,64,96,88,74,88,93,90,82,68,85,55,30,72
460,2021-12-12,147.48,32,79,94,96,66,79,89,90,81,70,84,55,23,85
461,2021-12-19,149.53,28,56,97,97,69,91,100,92,83,72,74,60,18,81
462,2021-12-26,153.22,37,75,48,80,58,61,62,77,64,55,51,49,25,54
463,2022-01-02,149.02,11,8,26,52,56,49,23,70,66,56,43,9,19,44
464,2022-01-09,144.27,7,7,42,60,71,100,41,92,86,88,57,11,41,69
465,2022-01-16,145.98,12,10,56,62,68,99,31,92,96,76,45,13,61,68
466,2022-01-23,144.4,14,9,53,62,71,92,33,95,90,82,50,17,100,70
467,2022-01-30,141.09,28,8,49,65,70,84,34,100,94,100,47,14,88,77
468,2022-02-06,136.2,16,9,57,60,68,97,32,96,92,76,54,16,55,68
469,2022-02-13,133.16,14,8,71,63,67,91,32,100,91,75,44,32,39,65
470,2022-02-20,95.51,56,79,72,100,94,76,39,92,85,67,48,100,25,80
471,2022-03-20,96.57,38,79,72,50,82,77,40,75,90,72,57,35,11,88
472,2022-03-27,111.45,29,86,66,48,79,76,41,74,100,70,42,30,14,84
473,2022-04-03,102.29,36,66,70,44,69,83,38,71,89,69,38,33,15,76
474,2022-04-10,93.65,26,36,72,40,60,76,41,77,84,66,41,33,13,74
475,2022-04-17,90.05,19,25,67,38,57,77,37,75,92,67,30,30,11,72
476,2022-04-24,94.79,17,30,57,37,100,71,36,72,89,64,30,28,10,58
477,2022-05-01,90.27,18,32,44,32,47,60,30,68,80,51,38,26,11,52
478,2022-05-08,88.3,19,16,57,33,43,77,33,70,80,56,51,25,14,58
479,2022-05-15,89.6,20,33,67,36,56,89,36,78,88,65,56,20,13,71
480,2022-05-22,90.65,24,32,57,37,54,73,35,77,73,65,54,18,12,60
481,2022-05-29,88.7,18,22,41,36,53,81,29,77,75,60,50,16,7,57
482,2022-06-05,85.7,10,18,42,36,45,82,36,81,69,61,54,16,8,60
483,2022-06-12,86.05,11,15,34,34,44,74,27,77,59,55,62,14,5,47
484,2022-06-19,89.37,12,19,40,35,45,81,27,79,62,66,62,17,10,51
485,2022-06-26,85.36,19,25,30,39,41,72,20,75,54,53,51,15,6,43
486,2022-07-03,85.2,9,22,25,36,41,58,22,75,54,57,55,13,7,48
487,2022-07-10,82.5,6,23,25,34,40,51,26,76,58,54,50,14,7,47
488,2022-07-17,84.81,14,14,23,34,37,53,21,76,53,61,37,14,10,41
489,2022-07-24,86.2,13,16,23,35,38,53,19,78,52,60,34,14,8,41
490,2022-07-31,81.32,5,13,25,33,39,43,18,77,53,61,41,17,10,39
491,2022-08-07,85.76,4,12,24,32,35,49,19,74,53,59,38,13,12,48
492,2022-08-14,86.77,3,11,23,31,36,50,19,80,52,56,47,13,12,38
493,2022-08-21,89.3,16,11,20,33,35,59,18,80,48,57,36,12,14,37
494,2022-08-28,95.88,10,9,29,36,39,69,19,76,52,59,39,12,15,38
495,2022-09-04,95.24,7,16,58,31,51,72,25,74,59,57,46,14,13,42
496,2022-09-11,94.98,6,11,62,33,47,80,25,77,58,62,36,17,14,49
497,2022-09-18,83.72,10,23,59,36,50,75,27,77,58,65,41,27,12,67
498,2022-09-25,76.96,15,22,59,33,46,72,27,72,58,63,29,27,12,67
499,2022-10-02,73.19,61,11,53,37,39,67,26,73,64,63,27,20,6,59
500,2022-10-09,76.43,23,12,60,35,42,79,26,72,78,58,37,20,10,64
501,2022-10-16,82.49,19,8,62,33,37,72,30,72,65,59,43,17,5,60
502,2022-10-23,85.38,11,8,51,36,42,80,26,72,65,59,36,16,8,60
503,2022-10-30,84.92,11,9,41,35,37,81,30,75,68,56,43,15,9,50
504,2022-11-06,86.76,10,6,50,35,41,84,27,73,77,76,31,15,7,55
505,2022-11-13,88.81,9,8,56,33,42,75,30,77,70,68,34,16,12,57
506,2022-11-20,87.6,10,8,49,31,38,74,29,72,73,60,34,15,10,52
507,2022-11-27,87.02,14,7,49,31,39,75,28,75,78,60,38,14,12,53
508,2022-12-04,88.17,10,9,53,33,40,74,29,76,69,61,39,15,14,55
509,2022-12-11,84.95,9,11,57,35,39,74,34,79,80,58,33,15,18,67
